Time,Unsmoothed Fres,Temp,Fres,dT/dt
10955,1775.31,20.0,1782.1013333333333,-0.0013780977896851179
10957,1787.82,20.02,1782.5013333333332,-0.0009184368965124392
10959,1782.27,20.0,1782.6286666666667,-0.0009278171057213145
10961,1784.18,20.03,1782.640666666667,-0.0015714285714285522
10963,1780.19,19.98,1782.47,-0.0021785714285710795
10965,1785.47,20.08,1782.599333333333,-0.0009107142857145146
10967,1784.31,19.99,1782.9986666666664,-0.0005357142857141406
10969,1781.18,20.05,1782.955333333333,1.785714285790389e-05
10971,1785.37,20.05,1783.184,0.001660714285714523
10973,1784.57,20.05,1783.31,0.0018214285714282868
10975,1782.44,20.03,1783.22,0.0020535714285708976
10977,1783.45,20.09,1783.2133333333334,0.0030178571428568276
10980,1779.92,20.02,1783.1226666666669,0.0020668446094930285
10982,1786.09,20.04,1783.216666666667,0.002135635578779896
10984,1784.63,20.05,1783.1466666666663,0.0016192230408575133
10986,1782.31,20.01,1783.6133333333332,0.0008995815899581772
10988,1781.87,20.02,1783.2166666666667,0.0005694822888284838
10990,1784.35,20.09,1783.3553333333334,0.0008103280285805739
10992,1785.16,20.05,1783.4206666666666,0.0008254208027622118
10994,1784.45,20.0,1783.7046666666663,-0.00044561933534764057
10996,1785.26,20.0,1783.6906666666666,-0.0004092237739527405
10998,1785.08,20.07,1783.742,-0.0006403269754767905
11000,1780.37,20.09,1783.6879999999996,4.6245320414023705e-05
